source_event_id,n_traces,n_stations,n_s_picks,magnitude,depth_km,lat,lon,gap_deg,origin_time
20082923110,244,101,223,4.16,49.41,23.88,121.72,102.0,2020-08-29 23:11:40.119999
20103012090,235,100,180,4.16,17.86,24.25,121.82,80.0,2020-10-30 12:09:43.130000
21100302450,259,111,197,4.15,24.71,23.31,121.43,41.0,2021-10-03 02:45:30.350000
21120608280,264,110,209,4.15,30.93,24.14,121.67,40.0,2021-12-06 08:29:07.120000
21052900080,254,107,176,4.15,58.25,22.48,121.22,42.0,2021-05-29 00:08:34.640000
21090205410,249,104,178,4.15,6.67,23.01,121.06,24.0,2021-09-02 05:41:17.850000
20071202090,237,96,195,4.15,45.33,24.03,121.55,75.0,2020-07-12 02:09:44.109999
20110413190,263,106,222,4.14,61.09,24.66,121.97,94.0,2020-11-04 13:19:36.859999
21011508520,236,95,206,4.14,72.2,24.73,122.01,111.0,2021-01-15 08:52:26.120000
21042721470,286,120,176,4.13,1.49,23.16,120.92,26.0,2021-04-27 21:48:03.189999
20051414570,286,115,219,4.13,35.26,23.82,121.62,104.0,2020-05-14 14:57:35.750000
20110802440,255,113,142,4.13,7.38,22.61,121.01,61.0,2020-11-08 02:45:00.400000
20052922570,269,108,223,4.13,71.71,24.75,121.61,25.0,2020-05-29 22:58:06.519999
21072910410,240,102,183,4.13,17.77,24.04,121.52,26.0,2021-07-29 10:41:37.850000
20042705510,293,126,221,4.12,26.91,22.87,121.17,73.0,2020-04-27 05:51:41.299999
21111409380,291,122,244,4.12,43.37,23.48,121.57,60.0,2021-11-14 09:38:22.870000
21070723300,269,112,195,4.12,8.39,23.89,121.56,26.0,2021-07-07 23:31:02.910000
20121017310,259,106,232,4.12,68.16,24.67,122.02,105.0,2020-12-10 17:31:46.310000
20050603240,260,103,193,4.12,42.27,23.95,121.67,91.0,2020-05-06 03:25:08.679999
21071323020,229,95,146,4.12,8.21,23.94,121.58,62.0,2021-07-13 23:02:40.909999
20052422311,53,28,46,4.12,26.34,24.34,121.94,146.0,2020-05-24 22:32:14.580000
20051916500,274,125,241,4.11,9.99,23.11,120.52,49.0,2020-05-19 16:50:49.170000
20081119500,288,123,231,4.11,31.17,22.78,121.31,67.0,2020-08-11 19:50:20.239999
20070413310,294,120,248,4.11,29.36,23.87,121.11,30.0,2020-07-04 13:31:32.299999
20100608370,214,96,181,4.11,10.29,23.15,121.2,43.0,2020-10-06 08:37:35.320000
21071323050,231,95,169,4.11,8.97,23.91,121.58,49.0,2021-07-13 23:06:58.350000
21072300100,211,88,114,4.11,31.34,21.98,121.12,113.0,2021-07-23 00:11:21.879999
21042723340,265,110,170,4.1,1.66,23.14,120.93,30.0,2021-04-27 23:35:12.699999
21040205500,249,102,169,4.1,24.58,22.5,121.07,77.0,2021-04-02 05:50:56.380000
21010706000,177,72,126,4.1,19.93,24.43,121.89,83.0,2021-01-07 06:01:30.710000
21071614130,175,72,71,4.1,7.38,24.0,121.59,45.0,2021-07-16 14:14:01.090000
21061107331,19,9,13,4.1,8.43,23.88,121.49,66.0,2021-06-11 07:34:10.349999
20022013160,304,135,222,4.09,10.16,23.87,121.55,93.0,2020-02-20 13:16:15.789999
21061415440,267,113,204,4.09,11.8,23.89,121.52,22.0,2021-06-14 15:44:52.630000
21041201080,263,109,198,4.09,30.17,24.01,121.68,104.0,2021-04-12 01:08:08.390000
20010211330,252,106,188,4.09,83.83,24.83,121.69,23.0,2020-01-02 11:33:25.699999
21081306230,204,84,135,4.09,4.04,23.85,121.63,36.0,2021-08-13 06:23:17.030000
21100703280,136,57,79,4.09,3.12,22.43,121.12,64.0,2021-10-07 03:28:16.899999
21042822300,262,111,209,4.08,18.65,23.93,121.48,47.0,2021-04-28 22:30:16.859999
21102702200,244,100,204,4.08,63.33,24.57,121.77,28.0,2021-10-27 02:20:07.099999
20053000580,218,95,191,4.08,24.63,22.73,120.41,53.0,2020-05-30 00:58:28.609999
21041416341,202,85,40,4.08,17.74,21.97,121.57,235.0,2021-04-14 16:36:48.359999
21072400120,121,51,79,4.08,16.0,22.07,120.99,82.0,2021-07-24 00:13:11.289999
21080611200,253,105,165,4.07,5.11,23.16,121.29,51.0,2021-08-06 11:20:59.570000
20041011520,299,121,222,4.06,18.16,23.9,121.72,94.0,2020-04-10 11:52:28.649999
21050804340,276,117,221,4.06,19.65,23.93,121.46,45.0,2021-05-08 04:35:02.310000
21031412300,276,114,198,4.06,26.1,23.17,121.43,103.0,2021-03-14 12:30:39.850000
21022017570,270,108,216,4.06,21.15,24.08,121.52,40.0,2021-02-20 17:58:12.550000
20122306460,267,107,227,4.06,61.94,24.54,121.56,27.0,2020-12-23 06:47:08.300000
21102609200,200,84,179,4.06,42.11,23.21,121.57,50.0,2021-10-26 09:21:16.280000
21071323132,15,8,14,4.06,9.35,23.95,121.62,181.0,2021-07-13 23:14:45.149999
20070423280,308,141,225,4.05,16.71,24.24,121.65,76.0,2020-07-04 23:28:15.640000
20050613000,281,116,202,4.05,15.22,24.17,121.66,91.0,2020-05-06 13:00:33.640000
21020823350,249,103,204,4.05,46.79,23.92,121.67,94.0,2021-02-08 23:35:44.579999
21042103010,234,99,190,4.05,14.68,23.82,121.44,39.0,2021-04-21 03:01:47.789999
21102419420,203,88,129,4.05,23.87,22.89,121.34,44.0,2021-10-24 19:42:46.299999
21052704140,148,58,19,4.05,20.33,24.96,122.42,221.0,2021-05-27 04:14:31.390000
20101621060,301,160,254,4.04,17.42,23.08,120.24,85.0,2020-10-16 21:06:38.840000
20040202520,242,108,187,4.04,10.22,23.09,120.46,49.0,2020-04-02 02:52:23.609999
20012716120,249,105,206,4.04,33.17,22.65,120.63,36.0,2020-01-27 16:12:31.649999
20071420400,246,101,204,4.04,38.23,24.46,121.72,33.0,2020-07-14 20:40:50.859999
21071818400,232,96,165,4.04,8.32,23.94,121.58,25.0,2021-07-18 18:40:46.969999
21051308380,211,88,159,4.04,38.54,23.07,121.47,59.0,2021-05-13 08:38:17.500000
21030801380,247,103,168,4.03,20.4,23.24,121.38,91.0,2021-03-08 01:39:33.310000
21071403180,233,98,149,4.03,7.04,23.97,121.6,49.0,2021-07-14 03:18:47.539999
20121901160,215,87,159,4.03,29.88,23.95,121.64,93.0,2020-12-19 01:17:04.580000
21081306231,132,54,104,4.03,4.97,23.86,121.61,109.0,2021-08-13 06:23:55.969999
20092822170,247,106,73,4.02,13.28,22.36,121.0,56.0,2020-09-28 22:17:33.399999
20062318370,258,105,233,4.02,45.66,23.83,121.73,113.0,2020-06-23 18:37:40.979999
21101503300,248,104,205,4.02,56.82,24.62,121.88,68.0,2021-10-15 03:31:00.270000
20013108240,246,97,160,4.02,9.89,24.84,122.04,120.0,2020-01-31 08:24:40.570000
21010815260,234,94,197,4.02,24.18,24.42,121.9,72.0,2021-01-08 15:27:02.930000
21062007030,226,93,162,4.02,9.82,24.55,121.83,67.0,2021-06-20 07:03:56.420000
20070708020,7,7,7,4.02,5.07,23.05,120.84,,2020-07-07 08:03:06.610000
20020716010,260,123,193,4.01,20.48,24.22,121.62,62.0,2020-02-07 16:01:25.679999
20071921060,244,108,224,4.01,26.2,23.95,120.65,17.0,2020-07-19 21:06:14.500000
21032922060,226,90,99,4.01,13.72,24.81,122.02,129.0,2021-03-29 22:06:54.789999
20120208460,149,60,105,4.01,31.3,22.18,120.69,143.0,2020-12-02 08:46:52.270000
20080823240,299,137,203,4.0,10.13,22.98,121.04,35.0,2020-08-08 23:24:30.469999
20021520130,277,124,211,4.0,8.57,23.83,121.55,88.0,2020-02-15 20:13:47.850000
20021520490,277,118,240,4.0,8.23,23.83,121.54,90.0,2020-02-15 20:50:04.809999
21020412060,275,115,185,4.0,7.33,23.16,120.7,28.0,2021-02-04 12:06:48.320000
21091017390,267,114,207,4.0,8.67,23.78,121.48,26.0,2021-09-10 17:39:45.149999
20062207470,243,104,196,4.0,4.26,23.02,120.82,32.0,2020-06-22 07:48:22.980000
21013110110,246,101,203,4.0,38.7,22.99,121.35,114.0,2021-01-31 10:12:02.439999
21081202080,178,77,144,4.0,13.02,23.22,120.71,25.0,2021-08-12 02:08:55.219999
20031206060,267,110,197,3.99,9.81,23.85,121.55,96.0,2020-03-12 06:07:06.570000
21062509430,251,108,146,3.99,19.43,22.84,121.29,42.0,2021-06-25 09:43:41.450000
21052911260,240,98,197,3.99,18.98,23.95,121.48,27.0,2021-05-29 11:27:54.490000
21061108590,228,93,142,3.99,5.06,23.02,121.06,32.0,2021-06-11 08:59:18.530000
21040508120,205,89,193,3.99,19.36,22.84,120.66,30.0,2021-04-05 08:12:52.719999
20120305350,164,80,150,3.99,17.81,22.92,120.15,124.0,2020-12-03 05:35:29.839999
21021019530,279,117,218,3.98,7.01,23.15,120.72,28.0,2021-02-10 19:53:54.640000
21030918590,278,115,253,3.98,54.37,24.33,121.67,71.0,2021-03-09 18:59:32.659999
20031717220,282,109,212,3.98,33.47,23.67,121.64,112.0,2020-03-17 17:22:11.980000
20101308380,248,106,195,3.98,24.49,24.13,121.53,33.0,2020-10-13 08:38:50.060000
20121013271,93,39,90,3.98,68.01,24.65,122.03,159.0,2020-12-10 13:27:14.330000
20073109180,249,110,212,3.97,15.8,24.0,121.01,23.0,2020-07-31 09:18:35.960000
21071119180,248,103,190,3.97,7.04,23.86,121.58,42.0,2021-07-11 19:18:27.420000
21071619590,239,102,165,3.97,9.5,24.0,121.58,40.0,2021-07-16 19:59:47.740000
21051416030,238,101,193,3.97,20.87,23.83,121.44,25.0,2021-05-14 16:03:19.660000
21020209040,247,99,179,3.97,10.8,24.13,121.68,88.0,2021-02-02 09:04:58.149999
21020120030,213,89,133,3.97,17.69,22.88,121.6,129.0,2021-02-01 20:03:54.079999
21102303161,24,11,14,3.97,24.69,24.07,121.63,179.0,2021-10-23 03:16:53.469999
20110914290,258,114,194,3.96,10.41,23.08,120.52,60.0,2020-11-09 14:29:30.989999
21070311500,230,92,172,3.96,8.83,24.09,121.68,42.0,2021-07-03 11:50:28.960000
21123108000,163,70,107,3.96,8.05,24.05,121.67,90.0,2021-12-31 08:01:14.019999
20020107130,250,104,202,3.95,32.77,24.09,121.72,82.0,2020-02-01 07:13:30.870000
20121111520,227,95,200,3.95,48.48,24.45,121.59,39.0,2020-12-11 11:52:57.979999
21110918233,16,7,4,3.95,22.87,24.12,122.41,197.0,2021-11-09 18:24:51.929999
21071417160,302,132,152,3.94,17.59,23.83,121.44,36.0,2021-07-14 17:16:19.579999
20101116160,269,124,174,3.94,16.76,24.45,121.82,69.0,2020-10-11 16:17:10.099999
21052112340,261,109,210,3.94,53.05,24.23,121.89,39.0,2021-05-21 12:34:32.149999
20010210140,258,106,171,3.94,35.09,23.4,121.49,106.0,2020-01-02 10:14:28.320000
20122715390,248,106,198,3.94,34.17,22.09,121.32,152.0,2020-12-27 15:39:16.359999
21080513080,245,104,187,3.94,38.28,23.78,121.62,35.0,2021-08-05 13:08:44.759999
20012603120,249,102,217,3.94,50.61,23.92,121.68,93.0,2020-01-26 03:12:30.160000
20121615120,226,96,191,3.94,9.03,23.08,120.58,39.0,2020-12-16 15:13:02.810000
20090622220,219,91,178,3.94,16.65,22.87,120.65,28.0,2020-09-06 22:23:12.009999
21032422320,158,64,89,3.94,13.43,24.92,122.04,109.0,2021-03-24 22:33:19.609999
21071523291,107,48,38,3.94,7.67,23.98,121.6,89.0,2021-07-15 23:30:25.269999
21101711230,107,44,65,3.94,33.08,21.88,120.7,138.0,2021-10-17 11:23:33.920000
20022515390,333,145,214,3.93,5.26,24.4,121.4,34.0,2020-02-25 15:39:35.829999
21052520510,272,113,218,3.93,19.42,23.95,121.48,26.0,2021-05-25 20:51:27.019999
20062021480,252,109,189,3.93,3.38,23.05,120.83,29.0,2020-06-20 21:48:27.820000
21061208440,249,104,202,3.93,23.61,24.34,121.64,25.0,2021-06-12 08:44:52.390000
21050808130,236,100,145,3.93,4.53,22.75,120.82,33.0,2021-05-08 08:13:12.849999
20102117570,229,96,178,3.93,21.49,24.4,121.88,70.0,2020-10-21 17:57:46.700000
20103009280,228,96,181,3.93,34.76,23.75,121.62,110.0,2020-10-30 09:30:32.560000
21033014160,223,91,125,3.93,32.39,21.91,121.15,206.0,2021-03-30 14:16:42.250000
21060604360,209,88,167,3.93,5.93,23.66,120.72,22.0,2021-06-06 04:38:02.700000
21093015550,184,78,126,3.93,24.25,22.23,121.45,60.0,2021-09-30 15:55:37.149999
20081701140,153,65,120,3.93,5.32,22.8,120.93,39.0,2020-08-17 01:14:49.060000
20021510592,43,25,41,3.93,8.08,23.85,121.52,96.0,2020-02-15 11:01:21.140000
21080611392,62,24,40,3.93,6.4,23.16,121.29,79.0,2021-08-06 11:39:52.359999
20021509040,293,130,224,3.92,9.09,23.85,121.51,54.0,2020-02-15 09:04:57.399999
20051112320,278,129,251,3.92,13.63,23.65,120.76,22.0,2020-05-11 12:32:52.759999
20111323380,255,107,174,3.92,21.51,23.24,121.39,112.0,2020-11-13 23:39:01.750000
21123006450,226,98,164,3.92,23.96,22.96,121.36,46.0,2021-12-30 06:45:39.439999
20010311460,229,94,27,3.92,17.91,22.58,121.29,148.0,2020-01-03 11:47:08.140000
20121706420,202,82,167,3.92,33.84,23.79,121.61,107.0,2020-12-17 06:42:12.880000
21091404500,158,65,91,3.92,12.48,22.14,121.08,84.0,2021-09-14 04:50:13.259999
21071800110,261,114,193,3.91,22.52,23.76,121.44,32.0,2021-07-18 00:11:32.969999
21010408510,260,107,230,3.91,19.68,23.75,121.41,57.0,2021-01-04 08:51:45.549999
20021314440,233,98,185,3.91,7.2,23.17,120.76,38.0,2020-02-13 14:44:21.769999
21020602520,228,91,172,3.91,27.07,24.42,121.91,72.0,2021-02-06 02:52:57.950000
20030405080,218,90,167,3.91,15.91,22.93,120.57,52.0,2020-03-04 05:09:04.250000
21011422380,209,87,143,3.91,9.34,23.17,121.28,53.0,2021-01-14 22:38:58.850000
20092905060,207,85,87,3.91,11.46,22.39,121.02,55.0,2020-09-29 05:07:15.960000
21041416340,202,85,108,3.91,18.63,21.94,121.6,240.0,2021-04-14 16:35:12.080000
21030414241,49,19,26,3.91,19.2,24.79,122.28,165.0,2021-03-04 14:25:59.320000
21071323201,272,115,105,3.9,7.11,23.95,121.61,40.0,2021-07-13 23:21:24.969999
21042421370,247,107,212,3.9,17.72,23.87,121.45,40.0,2021-04-24 21:37:30.530000
21110823320,249,105,165,3.9,12.62,23.16,121.33,37.0,2021-11-08 23:33:04.690000
21081907460,237,99,157,3.9,6.22,23.93,121.62,46.0,2021-08-19 07:46:39.909999
20061010560,211,85,193,3.9,35.41,23.62,121.75,119.0,2020-06-10 10:56:16.339999
21042800080,193,83,148,3.9,2.74,23.16,120.92,45.0,2021-04-28 00:08:54.090000
21021115490,264,113,224,3.89,16.14,22.88,120.62,26.0,2021-02-11 15:50:19.920000
21080611280,263,110,147,3.89,8.1,23.14,121.29,37.0,2021-08-06 11:28:58.500000
21111215050,232,98,190,3.89,17.72,24.23,121.8,48.0,2021-11-12 15:05:26.250000
20122108270,221,92,185,3.89,8.87,23.08,120.57,26.0,2020-12-21 08:27:15.029999
20061005300,189,76,156,3.89,52.98,24.6,121.61,26.0,2020-06-10 05:30:26.929999
21041814145,14,8,7,3.89,12.15,23.83,121.42,101.0,2021-04-18 14:16:07.750000
21041120280,262,112,210,3.88,19.32,23.91,121.07,20.0,2021-04-11 20:29:11.949999
21042505540,244,100,176,3.88,23.92,23.86,121.6,98.0,2021-04-25 05:55:07.540000
21042504510,227,98,195,3.88,9.4,23.5,120.29,39.0,2021-04-25 04:51:46.700000
21101808520,226,93,168,3.88,31.23,24.2,121.66,34.0,2021-10-18 08:52:56.850000
21091115020,185,80,121,3.88,4.23,22.99,121.05,80.0,2021-09-11 15:03:49.229999
20041102530,208,79,165,3.88,54.65,24.6,121.6,41.0,2020-04-11 02:53:13.119999
21021623280,276,117,227,3.87,8.19,24.07,121.08,21.0,2021-02-16 23:28:39.880000
21042019330,258,111,200,3.87,8.51,23.81,121.48,53.0,2021-04-20 19:34:12.740000
21080715260,249,108,188,3.87,5.33,23.85,121.58,53.0,2021-08-07 15:28:01.810000
21101611380,253,108,217,3.87,13.17,23.95,121.01,23.0,2021-10-16 11:38:41.780000
21011113350,212,88,118,3.87,8.17,22.15,121.08,125.0,2021-01-11 13:35:35.420000
21051905005,182,79,47,3.87,10.86,24.8,121.9,66.0,2021-05-19 05:00:24.239999
20092820502,27,13,18,3.87,14.7,22.41,120.97,204.0,2020-09-28 20:51:26.039999
20021905272,16,12,13,3.87,9.2,23.87,121.52,103.0,2020-02-19 05:28:00.620000
21122201070,262,114,221,3.86,19.11,23.9,121.44,27.0,2021-12-22 01:07:48.119999
21042721550,263,112,163,3.86,1.44,23.15,120.92,28.0,2021-04-27 21:56:02.649999
21042612200,246,104,168,3.86,17.14,22.85,120.68,30.0,2021-04-26 12:20:42.780000
21081306360,230,97,166,3.86,4.34,23.86,121.62,57.0,2021-08-13 06:36:51.899999
20032502480,191,77,154,3.86,34.08,23.3,121.46,129.0,2020-03-25 02:48:29.920000
20082717590,233,98,197,3.85,21.1,23.3,121.45,105.0,2020-08-27 17:59:22.570000
21113001440,224,91,152,3.84,22.39,24.46,121.85,77.0,2021-11-30 01:44:55.600000
20032202550,271,110,150,3.83,6.92,24.37,121.42,42.0,2020-03-22 02:55:24.379999
20020400410,236,95,184,3.83,31.2,23.57,121.52,108.0,2020-02-04 00:41:50.649999
20050908500,260,110,154,3.82,13.68,23.12,121.32,48.0,2020-05-09 08:51:09.189999
20081906200,239,104,222,3.82,10.63,23.22,120.39,27.0,2020-08-19 06:21:28.019999
20060713560,236,97,128,3.82,19.79,22.23,121.37,115.0,2020-06-07 13:56:26.039999
20102401260,217,89,159,3.82,37.17,24.51,121.74,26.0,2020-10-24 01:26:40.009999
21041814112,22,11,4,3.82,13.07,23.9,121.39,69.0,2021-04-18 14:12:28.480000
21050113570,299,129,211,3.81,9.27,23.83,121.48,33.0,2021-05-01 13:57:58.609999
20092310500,268,125,153,3.81,10.05,24.74,121.79,49.0,2020-09-23 10:51:02.839999
21020509290,261,109,190,3.81,18.2,23.19,121.37,80.0,2021-02-05 09:29:49.960000
21012520500,233,98,158,3.81,21.94,24.43,121.9,67.0,2021-01-25 20:50:36.750000
21070721300,229,94,178,3.81,8.76,24.1,121.69,42.0,2021-07-07 21:31:14.330000
20071422400,198,82,144,3.81,31.83,22.83,121.26,73.0,2020-07-14 22:41:41.539999
21080611180,147,63,89,3.81,8.27,23.14,121.29,40.0,2021-08-06 11:19:12.689999
20032016290,286,114,160,3.8,21.47,24.35,121.96,68.0,2020-03-20 16:29:55.170000
20022818490,255,103,122,3.8,5.47,24.38,121.4,38.0,2020-02-28 18:49:43.159999
21052900340,212,88,93,3.8,11.57,22.13,120.99,65.0,2021-05-29 00:34:11.609999
21071523296,11,6,8,3.8,10.11,23.97,121.59,98.0,2021-07-15 23:29:47.039999
20030418290,259,107,156,3.79,21.74,22.9,121.33,116.0,2020-03-04 18:29:53.670000
21050117340,242,101,199,3.79,5.51,24.14,121.49,32.0,2021-05-01 17:34:51.649999
21091609510,232,96,192,3.79,49.47,23.81,121.54,29.0,2021-09-16 09:51:17.949999
21040908100,227,90,148,3.79,29.67,24.28,121.7,80.0,2021-04-09 08:10:53.259999
20012121490,206,85,160,3.79,32.91,23.57,121.52,106.0,2020-01-21 21:49:43.359999
20042712281,178,74,116,3.79,5.42,23.09,120.92,40.0,2020-04-27 12:29:02.750000
21071322513,19,9,16,3.79,6.99,23.92,121.62,196.0,2021-07-13 22:53:36.929999
21020710280,245,103,191,3.78,33.15,23.54,121.55,107.0,2021-02-07 10:28:04.879999
20092821380,219,91,117,3.78,12.39,22.37,121.0,56.0,2020-09-28 21:39:25.010000
20070606010,202,83,177,3.78,17.98,22.98,120.55,46.0,2020-07-06 06:01:56.619999
20032310100,195,76,137,3.78,18.71,22.89,121.62,131.0,2020-03-23 10:10:37.140000
21071523490,161,64,75,3.78,8.0,23.98,121.58,40.0,2021-07-15 23:49:30.050000
20031602150,157,62,62,3.78,22.75,21.91,120.97,186.0,2020-03-16 02:15:56.969999
21082322030,269,118,195,3.77,7.54,23.58,120.85,13.0,2021-08-23 22:03:44.929999
21071323240,243,104,116,3.77,7.91,23.97,121.58,71.0,2021-07-13 23:24:26.589999
21071404280,249,102,158,3.77,6.42,23.96,121.6,49.0,2021-07-14 04:28:27.399999
20021415110,233,94,188,3.77,21.56,24.19,121.59,32.0,2020-02-14 15:11:28.210000
21040307300,214,92,163,3.77,15.67,22.88,120.14,125.0,2021-04-03 07:31:17.699999
21102702060,220,92,173,3.77,6.83,23.02,121.05,21.0,2021-10-27 02:06:47.570000
21042215090,203,86,146,3.77,10.47,23.78,121.47,55.0,2021-04-22 15:10:36.159999
21120208350,202,81,155,3.77,8.43,23.74,121.47,43.0,2021-12-02 08:35:20.300000
21122223400,138,58,112,3.77,22.44,23.18,121.43,52.0,2021-12-22 23:40:18.210000
20031620520,257,106,160,3.76,17.77,23.23,121.37,70.0,2020-03-16 20:52:18.019999
21081305180,248,103,151,3.76,4.97,22.84,120.88,21.0,2021-08-13 05:18:59.880000
20092822370,179,72,74,3.76,7.24,22.37,121.06,75.0,2020-09-28 22:38:06.849999
20092912470,247,105,145,3.75,12.39,22.41,121.0,66.0,2020-09-29 12:47:23.370000
21122303500,241,102,159,3.75,33.71,23.33,121.48,39.0,2021-12-23 03:50:07.110000
21122211080,239,99,202,3.75,24.28,23.92,121.7,39.0,2021-12-22 11:08:41.369999
21053107270,231,94,192,3.75,11.52,23.91,121.53,36.0,2021-05-31 07:28:04.160000
20073101410,203,83,131,3.75,23.16,24.39,121.97,73.0,2020-07-31 01:42:04.200000
21030704040,202,83,91,3.75,11.69,22.31,120.97,76.0,2021-03-07 04:04:42.119999
21071404380,157,65,61,3.75,7.57,23.98,121.58,35.0,2021-07-14 04:38:18.710000
21071523042,55,24,38,3.75,20.73,24.86,122.44,183.0,2021-07-15 23:06:29.199999
21042904460,248,100,134,3.74,2.97,23.15,120.91,27.0,2021-04-29 04:46:40.570000
21100707570,239,99,156,3.74,13.81,23.15,121.32,32.0,2021-10-07 07:57:25.329999
20052517200,225,97,125,3.74,10.52,23.42,121.39,71.0,2020-05-25 17:20:47.560000
21063016500,214,89,184,3.74,19.03,23.91,121.47,26.0,2021-06-30 16:51:11.339999
20013109400,203,77,113,3.74,11.42,24.84,122.03,114.0,2020-01-31 09:41:12.750000
21041814142,31,15,24,3.74,15.43,23.87,121.45,50.0,2021-04-18 14:17:02.299999
20102621560,235,102,133,3.73,11.5,24.5,121.91,80.0,2020-10-26 21:57:12.570000
21052300190,234,97,158,3.73,9.38,24.62,121.76,62.0,2021-05-23 00:20:17.190000
21012303560,182,73,129,3.73,8.37,22.54,120.97,63.0,2021-01-23 03:56:18.039999
21051905001,122,50,74,3.73,10.05,24.79,121.88,60.0,2021-05-19 05:02:02.379999
20110218510,235,101,182,3.72,9.16,24.09,120.93,28.0,2020-11-02 18:51:42.100000
21051708040,240,99,168,3.72,20.97,23.9,121.46,25.0,2021-05-17 08:04:44.240000
21070514410,237,99,186,3.72,21.38,23.91,121.46,24.0,2021-07-05 14:41:59.710000
20011115190,207,97,149,3.72,8.37,24.8,121.82,60.0,2020-01-11 15:19:31.780000
21012210000,228,94,173,3.72,27.25,23.93,121.7,89.0,2021-01-22 10:00:21.250000
20031501070,226,93,209,3.72,12.45,23.14,120.57,48.0,2020-03-15 01:08:04.500000
21071322514,159,67,96,3.72,8.07,23.94,121.58,115.0,2021-07-13 22:54:39.890000
21022305390,164,66,116,3.72,6.49,23.0,121.05,72.0,2021-02-23 05:39:59.679999
21110612240,260,114,225,3.71,8.47,23.52,120.69,16.0,2021-11-06 12:24:13.550000
20031608100,249,106,166,3.71,5.71,24.42,121.4,33.0,2020-03-16 08:10:37.670000
20071601000,197,83,174,3.71,24.83,24.08,120.92,34.0,2020-07-16 01:00:54.500000
21092209040,144,59,59,3.71,9.7,24.84,121.96,101.0,2021-09-22 09:05:11.750000
21112400330,270,113,178,3.7,13.68,23.03,121.15,39.0,2021-11-24 00:33:47.619999
20052900220,263,112,229,3.7,14.0,23.64,120.76,21.0,2020-05-29 00:22:48.369999
20110914291,169,75,141,3.7,9.4,23.08,120.53,44.0,2020-11-09 14:30:20.160000
21021321280,239,101,197,3.69,21.8,24.09,121.52,39.0,2021-02-13 21:28:34.270000
21041810360,212,90,160,3.69,36.55,22.67,120.73,40.0,2021-04-18 10:36:39.369999
21080922290,183,77,104,3.69,12.17,23.11,121.3,35.0,2021-08-09 22:29:41.759999
21080810240,167,72,140,3.69,20.21,23.74,121.4,57.0,2021-08-08 10:24:06.379999
21021917540,252,107,159,3.68,11.57,23.04,121.41,118.0,2021-02-19 17:55:14.230000
21012804490,252,104,197,3.68,7.3,23.16,120.7,27.0,2021-01-28 04:50:08.699999
20121518130,229,95,200,3.68,4.2,24.52,121.08,24.0,2020-12-15 18:13:20.230000
21010315090,235,94,175,3.68,10.3,24.74,121.77,65.0,2021-01-03 15:09:37.789999
21071323021,32,16,32,3.68,9.04,23.93,121.58,104.0,2021-07-13 23:03:01.600000
21050214340,242,105,196,3.67,25.76,22.7,120.73,28.0,2021-05-02 14:34:27.519999
20031608150,250,99,160,3.67,5.6,24.42,121.41,36.0,2020-03-16 08:15:25.089999
21052212000,243,99,149,3.67,10.34,24.51,121.89,78.0,2021-05-22 12:01:21.699999
20091806240,219,92,149,3.67,9.7,24.15,121.72,96.0,2020-09-18 06:24:53.710000
20042712280,219,90,129,3.67,3.52,23.1,120.92,38.0,2020-04-27 12:28:25.280000
21021209460,222,89,158,3.67,19.74,24.41,121.76,70.0,2021-02-12 09:47:08.160000
21071523070,202,83,152,3.67,7.77,23.98,121.58,64.0,2021-07-15 23:07:43.750000
20112220500,257,113,147,3.66,10.39,24.5,121.89,78.0,2020-11-22 20:51:05.660000
21051918020,260,113,206,3.66,13.76,23.12,120.48,28.0,2021-05-19 18:02:54.759999
21031413300,259,104,114,3.66,6.22,24.59,121.73,49.0,2021-03-14 13:30:47.079999
20113004460,233,102,138,3.66,10.29,24.09,121.14,24.0,2020-11-30 04:47:09.580000
21041608570,212,88,181,3.66,19.1,24.06,121.52,32.0,2021-04-16 08:58:11.029999
20110422380,202,82,104,3.66,13.81,22.42,121.02,68.0,2020-11-04 22:39:06.169999
21090304170,227,98,127,3.65,3.69,23.18,120.53,23.0,2021-09-03 04:17:40.920000
20100115110,239,112,162,3.64,6.63,22.77,120.86,45.0,2020-10-01 15:11:46.299999
20090521250,256,110,227,3.64,14.14,23.97,121.03,24.0,2020-09-05 21:25:30.870000
20110908260,248,107,195,3.64,10.36,23.09,120.51,47.0,2020-11-09 08:27:37.179999
21071619210,236,101,174,3.64,7.25,23.93,121.59,46.0,2021-07-16 19:22:24.469999
21030512030,230,93,123,3.64,7.59,24.6,121.73,55.0,2021-03-05 12:03:21.780000
20081906201,204,87,181,3.64,10.1,23.22,120.39,26.0,2020-08-19 06:22:18.670000
21071523292,58,28,24,3.64,9.12,23.96,121.61,174.0,2021-07-15 23:30:45.950000
21071523334,31,16,27,3.64,7.76,23.95,121.61,171.0,2021-07-15 23:34:18.859999
20060714200,238,97,173,3.63,21.74,24.41,121.83,69.0,2020-06-07 14:21:09.830000
21053004280,225,92,190,3.63,20.27,23.91,121.45,30.0,2021-05-30 04:28:41.799999
20120106360,185,89,172,3.63,10.66,23.71,120.5,46.0,2020-12-01 06:37:30.550000
20101818040,190,83,114,3.63,26.81,22.6,120.04,169.0,2020-10-18 18:04:16.670000
21080616000,174,76,83,3.63,6.67,23.16,121.29,57.0,2021-08-06 16:01:12.140000
